business_date,split,target_room_revenue,target_occupancy_rate,target_adr,total_physical_rooms,ooo_rooms,available_rooms,room_nights,occupancy_rate,room_revenue,food_revenue,other_revenue,total_revenue,adr,revpar,cancelled_rooms,no_show_rooms,day_use_rooms,deduct_individual_rooms,deduct_group_rooms,day_of_week,month,quarter,week_of_year,is_weekend,retail_rate,is_federal_holiday,days_to_next_holiday,days_from_last_holiday,temp_mean_f,temp_max_f,temp_min_f,precipitation_in,had_precipitation,snowfall_in,had_snow,windspeed_max_mph,weathercode,medallia_sample_size,medallia_overall_satisfaction,medallia_likelihood_to_recommend,medallia_likelihood_to_return,medallia_value_for_price,medallia_hotel_cleanliness,pickup_7d,pickup_14d,pickup_21d,pickup_30d,pickup_60d,total_rooms_on_books,avg_booked_rate,adr_gap_vs_comp_lag_28d,adr_gap_vs_comp_lag_7d,adr_gap_vs_comp_roll_28d,adr_gap_vs_comp_roll_7d,adr_lag_14d,adr_lag_28d,adr_lag_364d,adr_lag_7d,adr_roll_28d,adr_roll_7d,ari_lag_28d,ari_lag_7d,ari_roll_28d,ari_roll_7d,comp_adr_lag_28d,comp_adr_lag_7d,comp_adr_roll_28d,comp_adr_roll_7d,comp_occ_lag_28d,comp_occ_lag_7d,comp_occ_roll_28d,comp_occ_roll_7d,comp_revpar_lag_28d,comp_revpar_lag_7d,comp_revpar_roll_28d,comp_revpar_roll_7d,mpi_lag_28d,mpi_lag_7d,mpi_roll_28d,mpi_roll_7d,occ_lag_14d,occ_lag_28d,occ_lag_364d,occ_lag_7d,occ_roll_28d,occ_roll_7d,rev_lag_14d,rev_lag_28d,rev_lag_364d,rev_lag_7d,rev_roll_28d,rev_roll_7d,rgi_lag_28d,rgi_lag_7d,rgi_roll_28d,rgi_roll_7d,weather_description,comp_occ,comp_adr,comp_revpar,mpi,ari,rgi,adr_gap_vs_comp
2025-07-01,train,19863.0,0.5839,248.29,147,10,137,80,0.5839,19863.0,1691.25,3333.99,24888.24,248.29,144.99,6,1,0,80,0,1,7,3,27,False,379,False,3.0,12.0,81.1,91.5,75.1,0.449,True,0.0,False,10.5,63,12.0,7.1,7.0,5.3,5.9,8.2,14,12,8,7,3,115,217.34,-62.0,-2.52,-24.9575,-6.34,250.81,312.05,245.63,331.16,349.6271,335.6986,86.46,100.51,93.7832,99.7014,374.05,333.68,374.5846,342.0386,0.9908,0.9763,0.9322,0.9289,370.61,325.78,351.4114,320.7929,100.93,101.03,99.7925,96.0029,0.9048,0.9931,0.6364,1.0,0.948,0.9205,33357.61,44935.25,22352.21,48018.56,48590.0646,45988.0857,87.26,101.55,93.5425,95.7643,Rain,0.7201,230.44,165.94,75.57,109.26,82.58,17.85
2025-07-02,train,19327.66,0.5839,241.6,147,10,137,80,0.5839,19327.66,1737.36,3543.61,24608.63,241.6,141.08,13,1,1,80,0,2,7,3,27,False,319,False,2.0,13.0,77.4,84.6,73.1,0.134,True,0.0,False,4.7,53,12.0,7.1,7.0,5.3,5.9,8.2,25,22,16,16,8,120,210.32,-74.06,-26.76,-22.1057,-3.43,268.73,316.79,234.65,309.05,347.35,323.86,82.75,92.17,94.5975,100.9514,390.85,335.81,369.4557,327.29,0.9882,0.979,0.9225,0.8923,386.23,328.75,344.1018,297.9586,101.19,100.76,98.8868,92.3657,0.9306,1.0,0.9855,0.9932,0.9334,0.861,36009.54,46567.69,31912.38,44812.36,47694.6271,41965.8629,83.74,92.87,93.3754,93.0543,Drizzle,0.6807,221.93,151.07,79.95,111.63,89.25,19.67
2025-07-03,train,31891.81,0.8489,270.27,147,8,139,118,0.8489,31891.81,2606.07,5358.84,39856.72,270.27,229.44,26,2,0,118,0,3,7,3,27,False,629,False,1.0,14.0,78.9,89.3,71.2,0.055,True,0.0,False,9.0,61,12.0,7.1,7.0,5.3,5.9,8.2,36,30,26,23,4,175,250.44,-34.46,-10.34,-18.7582,3.2029,309.86,330.77,320.52,305.7,344.6646,314.2243,91.37,97.2,95.6289,103.7314,365.23,316.04,363.4229,311.0214,0.9685,0.9803,0.9115,0.8497,353.71,309.81,335.7032,272.5757,98.34,99.93,98.1282,89.3929,0.9861,0.9792,0.9932,0.9863,0.9186,0.8025,44000.63,46638.59,46795.32,44021.02,46721.7689,38325.1914,89.85,97.13,93.5721,92.5371,Slight rain,0.8029,297.24,238.65,99.98,93.24,93.22,-26.97
2025-07-04,train,59732.4,0.9928,432.84,147,8,139,138,0.9928,59732.4,4151.19,5971.18,69854.77,432.84,429.73,18,0,0,138,0,4,7,3,27,False,269,True,59.0,15.0,75.3,83.8,65.3,0.0,False,0.0,False,7.0,0,12.0,7.1,7.0,5.3,5.9,8.2,32,27,20,7,2,202,408.79,13.86,38.74,-18.4907,0.8271,542.43,542.59,388.33,484.35,342.5039,309.1629,102.8,109.53,95.6957,103.1657,528.73,445.61,360.9946,308.3357,0.9527,0.9396,0.9056,0.8243,503.72,418.67,331.5939,262.41,103.54,99.91,98.1868,89.4,0.9793,0.9932,0.9514,0.9586,0.9139,0.7829,77024.96,78675.41,53201.52,67324.26,46195.0982,36592.4471,106.43,109.44,93.6925,91.9786,Clear sky,0.9159,461.8,422.96,102.5,94.47,96.83,-28.96
2025-07-05,train,47997.43,0.7986,432.41,147,8,139,111,0.7986,47997.43,4225.32,5141.29,57364.04,432.41,345.31,10,0,0,111,0,5,7,3,27,True,309,False,58.0,1.0,78.5,90.2,66.9,0.0,False,0.0,False,8.5,3,12.0,7.1,7.0,5.3,5.9,8.2,14,13,13,10,3,157,397.32,1.74,-1.46,-20.02,-8.8443,552.14,548.81,382.6,479.43,338.5843,301.8043,100.35,100.44,95.3982,101.0143,547.07,480.89,358.6043,310.6486,0.9855,0.9514,0.9043,0.8209,539.16,457.51,328.7096,263.0229,100.09,102.25,98.1496,89.77,0.9728,0.9932,0.9929,0.9931,0.9139,0.7878,78955.67,79576.86,53180.81,69038.06,45518.5621,35507.8957,100.44,102.7,93.3496,90.1771,Overcast,0.7832,402.73,315.41,96.41,108.3,104.41,29.68
2025-07-06,train,22520.07,0.8321,206.61,147,16,131,109,0.8321,22520.07,3601.8,5251.0,31372.87,206.61,171.91,14,0,1,109,0,6,7,3,27,True,349,False,57.0,2.0,81.2,90.8,71.3,0.0,False,0.0,False,9.1,3,29.0,7.4,7.0,6.0,6.3,7.9,16,13,10,5,2,152,197.03,-29.39,75.25,-19.0221,-4.3957,236.96,290.47,254.37,324.44,334.4271,295.0871,91.62,100.45,95.6821,102.1371,319.86,249.19,353.4493,299.4829,0.8739,0.9028,0.8971,0.7969,279.51,224.96,320.7186,242.7229,108.2,88.91,98.0182,88.9357,0.9862,0.9586,0.9481,0.8551,0.9069,0.76,33884.61,40375.55,32558.89,38284.29,44390.7254,32502.0914,99.14,89.32,93.4914,90.4214,Overcast,0.7109,249.16,177.13,104.3,83.62,87.22,-42.55
2025-07-07,train,27420.52,0.7536,263.66,147,9,138,104,0.7536,27420.52,2810.0,4145.48,34376.0,263.66,198.7,1,1,0,104,0,0,7,3,28,False,669,False,56.0,3.0,80.6,87.4,75.4,0.134,True,0.0,False,10.3,61,29.0,7.4,7.0,6.0,6.3,7.9,23,11,10,6,2,131,236.0,-57.91,-117.29,-19.4921,-21.2243,292.03,294.28,280.6,115.76,331.4321,278.2543,83.94,97.61,95.3964,99.7329,352.19,233.05,350.9243,299.4786,0.979,0.7727,0.8913,0.7695,344.79,180.07,317.0621,235.89,101.45,79.23,97.8789,91.1343,0.9097,1.0,0.9375,0.6569,0.9024,0.7567,38256.54,42964.88,37880.45,10418.05,43753.0296,30250.06,85.16,77.34,93.0657,90.1214,Slight rain,0.8055,276.09,222.4,87.83,96.86,85.07,-12.43
2025-07-08,train,33320.91,0.8156,289.75,147,6,141,115,0.8156,33320.91,2121.88,4321.56,39764.35,289.75,236.32,14,0,0,115,0,1,7,3,28,False,549,False,55.0,4.0,83.6,98.5,75.3,0.358,True,0.0,False,7.3,63,29.0,7.4,7.0,6.0,6.3,7.9,22,11,9,8,2,151,261.1,-81.19,17.85,-17.8679,-6.2443,331.16,307.8,300.51,248.29,330.3386,299.3829,76.0,109.26,95.8579,99.6257,388.99,230.44,348.2064,305.6271,0.9934,0.7201,0.8851,0.7742,386.44,165.94,312.6911,241.9371,99.98,75.57,97.3925,92.3629,1.0,1.0,0.9441,0.5839,0.8936,0.7705,48018.56,45246.22,40569.51,19863.0,43197.8739,32678.9843,75.98,82.58,93.0625,91.2257,Rain,0.8909,295.64,263.4,87.81,99.98,87.78,-5.89
2025-07-09,train,32339.39,0.8,288.74,147,7,140,112,0.8,32339.39,3120.98,4069.98,39530.35,288.74,231.0,4,0,1,112,0,2,7,3,28,False,799,False,54.0,5.0,81.2,89.4,73.7,0.039,True,0.0,False,6.3,55,29.0,7.4,7.0,6.0,6.3,7.9,23,18,14,10,8,150,254.59,-71.95,19.67,-15.1786,-9.6357,309.05,320.54,272.48,241.6,329.6939,305.3057,81.84,111.63,96.7143,98.3,392.49,221.93,344.8725,314.9414,0.9869,0.6807,0.8814,0.7986,387.33,151.07,308.2968,255.86,101.33,79.95,96.9579,94.1114,0.9932,1.0,0.979,0.5839,0.887,0.8036,44812.36,47119.37,38147.9,19327.66,42771.97,34601.5429,82.93,89.25,93.4839,91.9686,Heavy drizzle,0.9435,292.07,275.57,80.75,100.56,81.2,-3.33
2025-07-10,train,33171.63,0.8056,285.96,147,3,144,116,0.8056,33171.63,2152.02,5012.98,40336.63,285.96,230.36,8,0,0,116,0,3,7,3,28,False,949,False,53.0,6.0,76.0,80.9,72.3,0.689,True,0.0,False,4.5,63,29.0,7.4,7.0,6.0,6.3,7.9,21,15,12,11,4,157,255.07,-71.81,-26.97,-12.7279,-12.9214,305.7,318.56,272.09,270.27,328.5582,312.04,81.64,93.24,97.3829,96.7186,390.37,297.24,341.2861,324.9614,0.9606,0.8029,0.8799,0.8361,374.98,238.65,304.3054,273.6457,104.1,99.98,96.2229,94.2257,0.9863,1.0,0.9021,0.8489,0.8799,0.8345,44021.02,46828.48,35099.15,31891.81,42244.1136,36460.3614,84.99,93.22,93.4221,90.8186,Rain,0.9553,299.05,285.69,82.6,97.79,80.77,-13.09
2025-07-11,train,52156.56,0.986,369.9,147,4,143,141,0.986,52156.56,3333.25,5612.98,61102.79,369.9,364.73,9,0,0,141,0,4,7,3,28,False,879,False,52.0,7.0,76.5,83.0,70.5,0.016,True,0.0,False,7.4,51,29.0,7.4,7.0,6.0,6.3,7.9,29,18,14,11,8,173,344.77,-39.12,-28.96,-10.6307,-10.9386,484.35,468.88,402.03,432.84,327.3939,314.2814,92.55,94.47,97.9596,97.3686,508.0,461.8,338.0246,325.22,0.8975,0.9159,0.8797,0.8579,455.93,422.96,301.1164,280.3657,93.98,102.5,95.455,91.7429,0.9586,0.8552,0.8993,0.9928,0.8729,0.8283,67324.26,58140.64,50253.24,59732.4,41756.3689,36643.1929,86.99,96.83,93.2714,89.04,Light drizzle,0.9396,397.1,373.1,102.09,94.08,96.05,-27.2
2025-07-12,train,56317.82,0.9931,391.1,147,2,145,144,0.9931,56317.82,2836.58,5917.98,65072.38,391.1,388.4,17,0,0,144,0,5,7,3,28,True,479,False,51.0,8.0,77.4,85.6,72.4,0.0,False,0.0,False,8.1,3,29.0,7.4,7.0,6.0,6.3,7.9,30,17,11,10,2,187,377.88,-36.08,29.68,-10.205,-10.6871,479.43,487.9,426.35,432.41,323.8589,305.29,93.43,108.3,98.0143,97.3129,523.98,402.73,334.0639,315.9771,0.912,0.7832,0.8812,0.8613,477.85,315.41,298.1582,273.2429,100.7,96.41,95.7446,91.6843,0.9931,0.9247,0.8601,0.7986,0.8776,0.8274,69038.06,65866.85,52441.03,47997.43,41542.6518,35560.93,94.09,104.41,93.595,88.9286,Overcast,0.9658,410.23,396.21,101.43,96.26,97.63,-19.13
2025-07-13,train,30954.19,0.9714,227.6,147,7,140,136,0.9714,30954.19,3390.92,5566.7,39911.81,227.6,221.1,19,1,0,136,0,6,7,3,28,True,549,False,50.0,9.0,77.8,84.7,72.7,0.004,True,0.0,False,8.3,51,27.0,8.2,7.9,7.4,7.4,8.4,31,21,20,17,3,186,223.0,-37.93,-42.55,-9.5996,-17.66,324.44,208.54,238.36,206.61,320.4018,299.3886,86.87,83.62,98.1154,95.5929,246.47,249.16,330.0014,317.0486,0.7976,0.7109,0.8831,0.8874,196.6,177.13,295.2425,284.7857,101.49,104.3,95.7707,92.4014,0.8551,0.8686,0.8357,0.8321,0.8801,0.8551,38284.29,24815.94,27888.1,22520.07,41201.615,36749.5571,88.16,87.22,93.7214,87.96,Light drizzle,0.9277,257.44,238.83,99.73,89.91,89.66,-29.84
2025-07-14,train,33328.49,0.9565,252.49,147,9,138,132,0.9565,33328.49,1893.66,5878.77,41100.92,252.49,241.51,10,4,0,124,8,0,7,3,29,False,799,False,49.0,10.0,78.7,87.0,73.7,0.48,True,0.0,False,8.9,63,27.0,8.2,7.9,7.4,7.4,8.4,37,32,29,22,5,183,225.67,-31.55,-12.43,-9.3107,-15.8443,115.76,238.73,268.4,263.66,321.0825,302.3871,89.88,96.86,98.2239,96.4914,270.28,276.09,330.3932,318.2314,0.8489,0.8055,0.8877,0.9183,229.44,222.4,296.7507,293.6,98.56,87.83,95.7079,91.7486,0.6569,0.8662,0.9403,0.7536,0.8837,0.875,10418.05,29363.92,33818.82,27420.52,41420.8382,37954.4314,88.59,85.07,93.775,88.3086,Rain,0.9671,283.31,274.0,92.85,90.79,84.3,-30.82
2025-07-15,train,39165.3,0.9862,273.88,147,2,145,143,0.9862,39165.3,3561.79,5190.2,47917.29,273.88,270.11,12,0,0,129,14,1,7,3,29,False,749,False,48.0,11.0,77.9,83.6,72.7,0.102,True,0.0,False,5.0,53,27.0,8.2,7.9,7.4,7.4,8.4,19,14,12,9,2,195,246.5,-40.45,-5.89,-9.2846,-18.4714,248.29,250.81,300.29,289.75,321.5739,300.7914,86.55,99.98,98.2564,95.6243,291.26,295.64,330.8586,319.2629,0.912,0.8909,0.892,0.9414,265.61,263.4,298.3421,300.9714,99.21,87.81,95.5039,92.4657,0.5839,0.9048,1.0,0.8156,0.887,0.904,19863.0,33357.61,43842.08,33320.91,41562.43,38798.4271,85.87,87.78,93.6218,88.1986,Drizzle,0.9908,302.6,299.82,98.18,92.39,90.71,-28.72
2025-07-16,train,38618.39,0.9655,275.85,147,2,145,140,0.9655,38618.39,2605.88,4876.99,46101.26,275.85,266.33,9,3,0,134,6,2,7,3,29,False,289,False,47.0,12.0,80.3,87.1,73.8,0.094,True,0.0,False,7.3,53,27.0,8.2,7.9,7.4,7.4,8.4,15,11,10,8,3,196,247.21,-24.61,-3.33,-8.8657,-21.7329,241.6,268.73,302.45,288.74,322.3979,298.5243,93.55,100.56,98.465,94.54,293.34,292.07,331.2636,320.2571,0.8922,0.9435,0.8948,0.9557,261.73,275.57,299.5639,306.1743,101.41,80.75,95.4671,93.9471,0.5839,0.9306,1.0,0.8,0.8899,0.9284,19327.66,36009.54,44158.26,32339.39,41769.8475,39633.34,94.86,81.2,93.7946,88.6171,Drizzle,0.9842,296.65,291.98,96.77,93.34,90.31,-20.8
2025-07-17,train,33490.07,0.9353,257.62,147,8,139,130,0.9353,33490.07,3597.36,6633.49,43720.92,257.62,240.94,14,0,0,118,12,3,7,3,29,False,799,False,46.0,13.0,83.0,93.0,75.1,0.094,True,0.0,False,10.8,61,27.0,8.2,7.9,7.4,7.4,8.4,26,22,19,16,5,185,229.33,-14.39,-13.09,-8.7296,-24.2286,270.27,309.86,303.85,285.96,322.6521,296.6829,98.3,97.79,98.4575,93.5086,324.25,299.05,331.3818,320.9114,0.975,0.9553,0.8981,0.9615,316.16,285.69,300.6443,308.5186,97.68,82.6,95.3014,96.2357,0.8489,0.9861,0.9863,0.8056,0.8911,0.952,31891.81,44000.63,43755.03,33171.63,41863.0207,40530.34,96.01,80.77,93.6321,89.9186,Slight rain,0.9317,269.17,250.78,94.92,102.26,97.06,-11.55
2025-07-18,train,55003.41,0.9857,398.58,147,7,140,138,0.9857,55003.41,3944.09,4665.99,63613.49,398.58,392.88,16,0,0,109,29,4,7,3,29,False,269,False,45.0,14.0,80.3,86.6,73.0,0.0,False,0.0,False,9.3,3,27.0,8.2,7.9,7.4,7.4,8.4,49,43,37,35,6,184,369.67,33.87,-27.2,-8.6282,-24.0086,432.84,542.43,374.12,369.9,320.7864,292.6343,108.4,94.08,98.5989,94.1471,508.56,397.1,329.4146,316.6429,0.9172,0.9396,0.8965,0.9581,466.46,373.1,298.3093,303.5314,103.84,102.09,95.2029,97.9957,0.9928,0.9793,0.9034,0.986,0.8893,0.9706,59732.4,77024.96,49009.38,52156.56,41487.6436,40575.8314,112.55,96.05,93.6696,92.2457,Overcast,0.9422,385.18,362.91,99.64,104.14,103.76,13.4
2025-07-19,train,65443.96,0.9931,454.47,147,2,145,144,0.9931,65443.96,2986.14,4358.7,72788.8,454.47,451.34,15,0,0,115,29,5,7,3,29,True,919,False,44.0,15.0,77.7,83.6,70.9,0.0,False,0.0,False,8.9,3,27.0,8.2,7.9,7.4,7.4,8.4,15,13,12,12,10,195,421.91,38.23,-19.13,-9.3593,-18.2086,432.41,552.14,422.9,391.1,315.6489,296.7314,111.44,96.26,98.4468,95.5843,513.91,410.23,325.0082,314.94,0.9343,0.9658,0.8974,0.9585,480.14,396.21,294.6111,302.0757,102.67,101.43,95.0529,97.6457,0.7986,0.9728,0.9793,0.9931,0.8895,0.9705,47997.43,78955.67,60052.37,56317.82,40701.1596,40982.5243,114.41,97.63,93.3557,93.3471,Overcast,0.9816,412.63,405.04,99.1,111.51,110.51,41.84
2025-07-20,train,30309.44,0.9203,238.66,147,9,138,127,0.9203,30309.44,3558.35,6595.12,40462.91,238.66,219.63,11,0,0,115,12,6,7,3,29,True,519,False,43.0,16.0,82.4,93.4,72.5,0.287,True,0.0,False,8.5,63,37.0,8.0,7.6,7.2,7.1,8.5,31,18,14,10,6,168,215.43,-19.71,-29.84,-9.2304,-9.4986,206.61,236.96,231.72,227.6,312.1607,305.7843,92.73,89.91,98.4493,97.7629,256.67,257.44,321.3911,315.2829,0.908,0.9277,0.8991,0.9608,233.06,238.83,291.9289,303.3371,107.14,99.73,94.9254,97.3129,0.8321,0.9862,0.9333,0.9714,0.8902,0.9705,22520.07,33884.61,29196.21,30954.19,40218.5986,42286.2586,99.34,89.66,93.2164,95.1871,Rain,0.8344,237.82,198.44,102.72,102.25,105.03,0.84
2025-07-21,train,28899.14,0.8227,249.13,147,6,141,116,0.8227,28899.14,2270.59,3162.73,34332.46,249.13,204.96,19,0,0,87,29,0,7,3,30,False,699,False,42.0,17.0,81.0,90.4,71.2,0.0,False,0.0,False,10.7,2,37.0,8.0,7.6,7.2,7.1,8.5,38,22,19,17,3,157,222.55,-15.52,-30.82,-8.4964,-5.1157,263.66,292.03,237.97,252.49,312.2214,307.3643,95.55,90.79,98.7893,99.5257,307.55,283.31,320.7179,312.48,0.9251,0.9671,0.8965,0.9474,284.51,274.0,290.6925,297.5671,96.34,92.85,94.7675,97.74,0.7536,0.9097,0.938,0.9565,0.8879,0.9632,27420.52,38256.54,28794.11,33328.49,40090.9139,42194.1514,92.05,84.3,93.4196,97.3829,Partly cloudy,0.9054,263.67,238.72,86.4,95.8,82.78,-14.54
2025-07-22,train,41397.79,0.972,297.83,147,4,143,139,0.972,41397.79,2411.97,3670.99,47480.75,297.83,289.5,10,3,0,111,28,1,7,3,30,False,799,False,41.0,18.0,75.0,82.8,67.5,0.0,False,0.0,False,8.6,3,37.0,8.0,7.6,7.2,7.1,8.5,30,21,19,12,4,180,271.37,-2.52,-28.72,-8.4614,-2.79,289.75,331.16,259.73,273.88,310.6893,306.8843,100.51,92.39,98.7982,100.2414,333.68,302.6,319.1507,309.6743,0.9763,0.9908,0.8958,0.9386,325.78,299.82,289.0571,292.5271,101.03,98.18,94.4125,96.8186,0.8156,1.0,0.9355,0.9862,0.8848,0.9441,33320.91,48018.56,30128.49,39165.3,39756.7211,41561.3871,101.55,90.71,93.0886,97.1657,Overcast,0.975,311.18,303.42,96.29,97.17,93.55,-13.35
2025-07-23,train,36403.63,0.8489,308.51,147,8,139,118,0.8489,36403.63,1995.96,4384.15,42783.74,308.51,261.9,3,0,0,99,19,2,7,3,30,False,549,False,40.0,19.0,75.8,83.2,67.4,0.0,False,0.0,False,8.1,3,37.0,8.0,7.6,7.2,7.1,8.5,15,10,10,5,1,154,279.91,-26.76,-20.8,-8.8482,-0.5943,288.74,309.05,270.56,275.85,309.4989,310.3057,92.17,93.34,98.6789,100.9243,335.81,296.65,318.3471,310.9,0.979,0.9842,0.8957,0.9364,328.75,291.98,288.2586,293.0414,100.76,96.77,94.2432,96.5486,0.8,0.9932,0.8252,0.9655,0.8838,0.9421,32339.39,44812.36,31925.5,38618.39,39520.265,41880.3143,92.87,90.31,92.8029,97.5714,Overcast,0.9658,313.33,302.63,82.41,101.9,83.97,-4.82
2025-07-24,train,28930.54,0.8643,239.1,147,7,140,121,0.8643,28930.54,2097.59,5289.1,36317.23,239.1,206.65,11,1,0,114,7,3,7,3,30,False,549,False,39.0,20.0,77.9,86.1,68.3,0.0,False,0.0,False,9.6,3,37.0,8.0,7.6,7.2,7.1,8.5,22,20,14,11,6,157,222.36,-10.34,-11.55,-8.0646,1.6886,285.96,305.7,299.76,257.62,309.4796,314.9714,97.2,102.26,99.0264,102.1471,316.04,269.17,317.5443,313.2829,0.9803,0.9317,0.8952,0.9337,309.81,250.78,287.3257,294.5629,99.93,94.92,93.5879,94.4971,0.8056,0.9863,0.9792,0.9353,0.8786,0.9254,33171.63,44021.02,42265.99,33490.07,39219.9532,41563.92,97.13,97.06,92.485,96.6657,Overcast,0.9146,286.81,262.31,88.51,84.45,74.75,-47.71
2025-07-25,train,52434.55,0.9792,371.88,147,3,144,141,0.9792,52434.55,3704.37,5721.97,61860.89,371.88,364.13,17,2,0,140,1,4,7,3,30,False,499,False,38.0,21.0,85.4,99.9,76.0,0.177,True,0.0,False,10.4,63,37.0,8.0,7.6,7.2,7.1,8.5,35,24,20,18,5,188,353.28,38.74,13.4,-9.3993,-3.4771,369.9,484.35,397.84,398.58,307.1011,312.3257,109.53,104.14,98.5711,99.6029,445.61,385.18,316.5004,315.8029,0.9396,0.9422,0.8929,0.9313,418.67,362.91,285.6293,296.21,99.91,99.64,93.18,93.5814,0.986,0.9586,0.9928,0.9857,0.8743,0.9153,52156.56,67324.26,54901.58,55003.41,38681.0075,40912.5586,109.44,103.76,91.6857,93.4786,Rain,0.9488,407.26,386.39,99.66,93.24,92.93,-35.38
2025-07-26,train,57624.3,0.986,408.68,147,4,143,141,0.986,57624.3,3282.45,7087.63,67994.38,408.68,402.97,15,2,0,140,1,5,7,3,30,True,549,False,37.0,22.0,79.6,86.9,74.8,0.0,False,0.0,False,8.1,3,37.0,8.0,7.6,7.2,7.1,8.5,32,26,20,19,8,192,384.13,-1.46,41.84,-12.0464,-10.4457,391.1,479.43,413.89,454.47,303.0843,308.5114,100.44,111.51,97.9893,98.0457,480.89,412.63,315.1307,318.9571,0.9514,0.9816,0.8932,0.9322,457.51,405.04,284.4764,299.5643,102.25,99.1,93.1711,93.5843,0.9931,0.9931,0.9793,0.9931,0.875,0.9144,56317.82,69038.06,58772.18,65443.96,38149.2321,40545.5786,102.7,110.51,91.0961,91.9314,Overcast,0.9855,434.47,428.19,96.64,96.46,93.21,-25.79
2025-07-27,train,29603.59,1.0,214.52,147,9,138,138,1.0,29603.59,2319.95,6005.57,37929.11,214.52,214.52,15,0,0,137,1,6,7,3,30,True,639,False,36.0,23.0,78.0,88.0,73.0,0.303,True,0.0,False,8.0,63,37.0,8.2,7.6,7.1,7.4,8.4,39,29,22,15,5,182,197.11,75.25,0.84,-12.9154,-20.1071,227.6,324.44,246.63,238.66,300.5575,301.97,100.45,102.25,97.8471,95.8957,249.19,237.82,313.4729,322.0771,0.9028,0.8344,0.8944,0.9328,224.96,198.44,283.4293,302.8714,88.91,102.72,92.9707,93.2329,0.9714,0.8551,0.7063,0.9203,0.8748,0.9133,30954.19,38284.29,24910.06,30309.44,37741.5979,39428.4843,89.32,105.03,90.7571,89.46,Rain,0.9304,249.38,232.02,100.17,89.14,89.29,-34.86
2025-07-28,train,29924.5,0.9927,220.03,147,10,137,136,0.9927,29924.5,2350.69,5524.49,37799.68,220.03,218.43,19,0,0,136,0,0,7,3,31,False,549,False,35.0,24.0,86.0,96.7,74.5,0.0,False,0.0,False,7.8,1,37.0,8.2,7.6,7.1,7.4,8.4,34,20,17,14,3,182,202.63,-117.29,-14.54,-16.8479,-25.2071,252.49,115.76,239.23,249.13,296.6318,298.5214,97.61,95.8,97.4432,94.0229,233.05,263.67,313.4796,323.7286,0.7727,0.9054,0.8954,0.9465,180.07,238.72,283.6814,307.6686,79.23,86.4,93.3729,92.8686,0.9565,0.6569,0.6759,0.8227,0.8799,0.9247,33328.49,10418.05,23444.78,28899.14,37431.5729,39327.6486,77.34,82.78,90.7561,87.2114,Mainly clear,0.9422,248.5,234.13,96.75,91.92,88.94,-28.47
2025-07-29,train,31312.69,0.9197,248.51,147,10,137,126,0.9197,31312.69,2507.59,5678.97,39499.25,248.51,228.56,11,1,0,126,0,1,7,3,31,False,619,False,34.0,25.0,89.5,103.4,76.6,0.035,True,0.0,False,6.6,53,37.0,8.2,7.6,7.1,7.4,8.4,15,7,6,6,3,175,223.04,17.85,-13.35,-13.6757,-27.1971,273.88,248.29,242.64,297.83,300.3557,294.3643,109.26,97.17,97.24,93.4686,230.44,311.18,314.0314,321.5614,0.7201,0.975,0.9015,0.9518,165.94,303.42,285.6121,307.0129,75.57,96.29,93.9986,94.3471,0.9862,0.5839,0.8435,0.972,0.8919,0.949,39165.3,19863.0,30086.85,41397.79,38128.2318,39474.1286,82.58,93.55,91.1704,88.0914,Drizzle,0.9527,271.82,258.96,89.25,93.79,83.72,-23.31
2025-07-30,train,32947.15,0.9853,245.87,147,11,136,134,0.9853,32947.15,3320.2000000000003,5913.07,42180.42,245.87,242.26,5,2,0,134,0,2,7,3,31,False,639,False,33.0,26.0,88.1,99.1,81.4,0.315,True,0.0,False,8.1,65,37.0,8.2,7.6,7.1,7.4,8.4,17,10,8,7,2,175,224.6,19.67,-4.82,-15.1457,-28.62,275.85,241.6,251.32,308.51,300.3636,287.3186,111.63,101.9,96.6875,92.9857,221.93,313.33,315.5093,315.9386,0.6807,0.9658,0.9098,0.9486,151.07,302.63,288.9343,300.6614,79.95,82.41,94.4871,93.3414,0.9655,0.5839,0.8138,0.8489,0.9039,0.9415,38618.39,19327.66,29655.53,36403.63,38537.1493,38033.4,89.25,83.97,91.2111,86.6871,Heavy rain,0.9698,266.62,258.56,92.6,96.23,89.11,-20.75
2025-07-31,train,32801.59,0.9389,266.68,147,16,131,123,0.9389,32801.59,2282.98,7204.41,42288.98,266.68,250.39,18,3,0,123,0,3,7,3,31,False,759,False,32.0,27.0,80.0,90.1,68.0,0.315,True,0.0,False,10.3,63,37.0,8.2,7.6,7.1,7.4,8.4,29,20,15,12,7,163,235.58,-26.97,-47.71,-16.5893,-30.8957,257.62,270.27,309.52,239.1,300.5161,278.37,93.24,84.45,96.1375,92.1757,297.24,286.81,317.1054,309.2657,0.8029,0.9146,0.9201,0.9491,238.65,262.31,292.7732,294.3657,99.98,88.51,94.9389,94.7971,0.9353,0.8489,0.9931,0.8643,0.9183,0.961,33490.07,31891.81,44261.78,28930.54,39023.5596,37539.6171,93.22,74.75,91.2061,87.4214,Rain,0.9566,274.54,262.63,86.04,105.0,90.34,-7.86
