business_date,split,target_room_revenue,target_occupancy_rate,target_adr,total_physical_rooms,ooo_rooms,available_rooms,room_nights,occupancy_rate,room_revenue,food_revenue,other_revenue,total_revenue,adr,revpar,cancelled_rooms,no_show_rooms,day_use_rooms,deduct_individual_rooms,deduct_group_rooms,day_of_week,month,quarter,week_of_year,is_weekend,retail_rate,is_federal_holiday,days_to_next_holiday,days_from_last_holiday,temp_mean_f,temp_max_f,temp_min_f,precipitation_in,had_precipitation,snowfall_in,had_snow,windspeed_max_mph,weathercode,medallia_sample_size,medallia_overall_satisfaction,medallia_likelihood_to_recommend,medallia_likelihood_to_return,medallia_value_for_price,medallia_hotel_cleanliness,pickup_7d,pickup_14d,pickup_21d,pickup_30d,pickup_60d,total_rooms_on_books,avg_booked_rate,adr_gap_vs_comp_lag_28d,adr_gap_vs_comp_lag_7d,adr_gap_vs_comp_roll_28d,adr_gap_vs_comp_roll_7d,adr_lag_14d,adr_lag_28d,adr_lag_364d,adr_lag_7d,adr_roll_28d,adr_roll_7d,ari_lag_28d,ari_lag_7d,ari_roll_28d,ari_roll_7d,comp_adr_lag_28d,comp_adr_lag_7d,comp_adr_roll_28d,comp_adr_roll_7d,comp_occ_lag_28d,comp_occ_lag_7d,comp_occ_roll_28d,comp_occ_roll_7d,comp_revpar_lag_28d,comp_revpar_lag_7d,comp_revpar_roll_28d,comp_revpar_roll_7d,mpi_lag_28d,mpi_lag_7d,mpi_roll_28d,mpi_roll_7d,occ_lag_14d,occ_lag_28d,occ_lag_364d,occ_lag_7d,occ_roll_28d,occ_roll_7d,rev_lag_14d,rev_lag_28d,rev_lag_364d,rev_lag_7d,rev_roll_28d,rev_roll_7d,rgi_lag_28d,rgi_lag_7d,rgi_roll_28d,rgi_roll_7d,weather_description,comp_occ,comp_adr,comp_revpar,mpi,ari,rgi,adr_gap_vs_comp
2024-01-01,train,17535.649999999998,0.6102,243.55,147,29,118,72,0.6102,17535.649999999998,2000.85,5268.08,24804.58,243.55,148.61,6,2,2,69,3,0,1,1,1,False,668,True,14.0,,38.1,45.2,32.7,0.004,True,0.028,True,9.3,71,12.0,7.3,7.7,7.5,6.2,8.2,6,4,3,3,1,39,199.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slight snow,0.7753,222.07,172.17,88.62,99.63,88.29,21.48
2024-01-02,train,8968.3,0.4182,194.96,147,37,110,46,0.4182,8968.3,619.65,5038.1900000000005,14626.14,194.96,81.53,1,1,1,44,2,1,1,1,1,False,668,False,13.0,1.0,31.9,41.9,24.0,0.0,False,0.0,False,8.1,0,12.0,7.3,7.7,7.5,6.2,8.2,8,7,6,6,1,38,212.6,,,21.48,21.48,,,,,243.55,243.55,,,99.63,99.63,,,222.07,222.07,,,0.7753,0.7753,,,172.17,172.17,,,88.62,88.62,,,,,0.6102,0.6102,,,,,17535.65,17535.65,,,88.29,88.29,Clear sky,0.7135,205.9,146.92,97.25,82.44,80.17,-10.94
2024-01-03,train,9069.37,0.4706,161.95,147,28,119,56,0.4706,9069.37,555.64,15763.54,25388.550000000003,161.95,76.21,6,0,1,51,5,2,1,1,1,False,668,False,12.0,2.0,34.7,45.6,28.2,0.0,False,0.0,False,9.7,3,12.0,7.3,7.7,7.5,6.2,8.2,11,9,8,6,2,60,163.34,,,5.27,5.27,,,,,219.255,219.255,,,91.035,91.035,,,213.985,213.985,,,0.7444,0.7444,,,159.545,159.545,,,92.935,92.935,,,,,0.5142,0.5142,,,,,13251.975,13251.975,,,84.23,84.23,Overcast,0.7438,227.91,169.51,105.18,86.92,91.43,-65.96
2024-01-04,train,11145.38,0.5246,174.15,147,25,122,64,0.5246,11145.38,377.35,3053.15,14575.88,174.15,91.36,6,1,0,57,7,3,1,1,1,False,587,False,11.0,3.0,35.3,44.1,28.1,0.0,False,0.0,False,16.5,3,12.0,7.3,7.7,7.5,6.2,8.2,16,15,15,9,2,73,179.77,,,-18.4733,-18.4733,,,,,200.1533,200.1533,,,89.6633,89.6633,,,218.6267,218.6267,,,0.7442,0.7442,,,162.8667,162.8667,,,97.0167,97.0167,,,,,0.4997,0.4997,,,,,11857.7733,11857.7733,,,86.63,86.63,Overcast,0.6873,214.27,147.26,112.83,85.8,96.82,-40.12
2024-01-05,train,14944.68,0.7391,175.82,147,32,115,85,0.7391,14944.68,1301.55,3396.73,19642.96,175.82,129.95,9,1,0,79,6,4,1,1,1,False,587,False,10.0,4.0,28.7,37.1,22.5,0.0,False,0.0,False,13.7,3,12.0,7.3,7.7,7.5,6.2,8.2,22,15,10,8,4,98,184.6,,,-23.885,-23.885,,,,,193.6525,193.6525,,,88.6975,88.6975,,,217.5375,217.5375,,,0.73,0.73,,,158.965,158.965,,,100.97,100.97,,,,,0.5059,0.5059,,,,,11679.675,11679.675,,,89.1775,89.1775,Overcast,0.4402,182.28,80.24,109.72,78.0,85.58,-6.46
2024-01-06,train,14423.5,0.6818,192.31,147,37,110,75,0.6818,14423.5,1911.75,3504.87,19840.12,192.31,131.12,8,2,0,70,5,5,1,1,1,True,587,False,9.0,5.0,30.4,37.3,23.1,0.386,True,1.24,True,18.5,75,12.0,7.3,7.7,7.5,6.2,8.2,18,13,12,10,2,93,208.17,,,-20.4,-20.4,,,,,190.086,190.086,,,86.558,86.558,,,210.486,210.486,,,0.672,0.672,,,143.22,143.22,,,102.72,102.72,,,,,0.5525,0.5525,,,,,12332.676,12332.676,,,88.458,88.458,Heavy snow,0.4599,186.32,85.69,106.5,80.02,85.23,5.99
2024-01-07,train,6955.31,0.3894,158.08,147,34,113,44,0.3894,6955.31,557.47,1296.58,8809.36,158.08,61.55,1,1,1,39,5,6,1,1,1,True,587,False,8.0,6.0,35.2,37.6,30.9,0.295,True,0.331,True,18.3,73,9.0,10.0,10.0,7.5,9.3,9.8,8,6,6,6,2,50,164.33,,,-16.0017,-16.0017,,,,,190.4567,190.4567,,,85.4683,85.4683,,,206.4583,206.4583,,,0.6367,0.6367,,,133.6317,133.6317,,,103.35,103.35,,,,,0.5741,0.5741,,,,,12681.1467,12681.1467,,,87.92,87.92,Snow,0.5782,195.02,112.76,77.65,88.13,68.44,-36.94
2024-01-08,train,9447.65,0.4786,168.71,147,30,117,56,0.4786,9447.65,691.82,1310.02,11449.49,168.71,80.75,4,0,0,45,11,0,1,1,2,False,709,False,7.0,7.0,34.6,43.3,28.0,0.0,False,0.0,False,10.8,1,9.0,10.0,10.0,7.5,9.3,9.8,15,12,6,6,3,63,159.66,,21.48,-18.9929,-18.9929,,,,243.55,185.8314,185.8314,,99.63,85.8486,85.8486,,222.07,204.8243,204.8243,,0.7753,0.6283,0.6283,,172.17,130.65,130.65,,88.62,99.6786,99.6786,,,,0.6102,0.5477,0.5477,,,,17535.65,11863.17,11863.17,,88.29,85.1371,85.1371,Mainly clear,0.6294,185.29,116.63,76.74,73.52,56.42,-16.58
2024-01-09,train,11503.89,0.5641,174.3,147,30,117,66,0.5641,11503.89,1402.91,1505.38,14412.18,174.3,98.32,7,0,0,45,21,1,1,1,2,False,455,False,6.0,8.0,38.7,55.2,24.4,1.165,True,0.0,False,37.6,63,9.0,10.0,10.0,7.5,9.3,9.8,11,9,0,0,0,79,174.99,,-10.94,-18.6912,-24.43,,,,194.96,183.6912,175.14,,82.44,84.3075,82.1186,,205.9,202.3825,199.57,,0.7135,0.6284,0.6075,,146.92,128.8975,122.7157,,97.25,96.8112,97.9814,,,,0.4182,0.5391,0.5289,,,,8968.3,11561.23,10707.7414,,80.17,81.5475,80.5843,Rain,0.6294,199.54,125.6,81.06,84.55,68.53,-25.24
2024-01-10,train,11928.89,0.6701,183.52,147,50,97,65,0.6701,11928.89,1197.86,1583.1,14709.85,183.52,122.98,3,0,0,46,19,2,1,1,2,False,455,False,5.0,9.0,48.5,56.4,40.8,1.488,True,0.0,False,30.6,65,9.0,10.0,10.0,7.5,9.3,9.8,6,5,4,3,2,81,187.44,,-65.96,-19.4189,-26.4729,,,,161.95,182.6478,172.1886,,86.92,84.3344,82.42,,227.91,202.0667,198.6614,,0.7438,0.6286,0.5955,,169.51,128.5311,119.67,,105.18,95.0611,95.6686,,,,0.4706,0.5418,0.5497,,,,9069.37,11554.8589,11069.9686,,91.43,80.1011,78.9214,Heavy rain,0.8108,254.88,206.65,74.67,89.46,66.8,-71.36
2024-01-11,train,11872.26,0.5877,177.2,147,33,114,67,0.5877,11872.26,1304.58,2249.98,15426.82,177.2,104.14,6,1,0,56,11,3,1,1,2,False,455,False,4.0,10.0,39.8,46.3,32.0,0.0,False,0.0,False,14.5,3,9.0,10.0,10.0,7.5,9.3,9.8,17,14,13,11,5,83,169.25,,-40.12,-24.613,-27.2443,,,,174.15,182.735,175.27,,85.8,84.847,82.7829,,214.27,207.348,202.5143,,0.6873,0.6468,0.605,,147.26,136.343,124.9757,,112.83,93.022,91.31,,,,0.5246,0.5547,0.5782,,,,11145.38,11592.262,11478.4714,,96.82,78.771,75.4029,Overcast,0.9001,262.25,236.06,83.14,91.37,75.96,-85.05
2024-01-12,train,21201.78,0.8761,214.16,147,34,113,99,0.8761,21201.78,1755.04,3337.86,26294.68,214.16,187.63,10,3,0,93,6,4,1,1,2,False,455,False,3.0,11.0,39.1,46.5,29.0,0.02,True,0.0,False,13.1,51,9.0,10.0,10.0,7.5,9.3,9.8,32,24,21,17,4,120,212.32,,-6.46,-30.1073,-33.6629,,,,175.82,182.2318,175.7057,,78.0,85.44,83.5786,,182.28,212.3391,209.3686,,0.4402,0.6698,0.6354,,80.24,145.4082,137.6614,,109.72,92.1236,87.0686,,,,0.7391,0.5577,0.5873,,,,14944.68,11617.7164,11582.3114,,85.58,78.5155,72.4229,Light drizzle,0.611,199.83,122.1,106.89,74.07,79.17,14.33
2024-01-13,train,28366.48,1.0,242.45,147,30,117,117,1.0,28366.48,1086.5,4403.38,33856.36,242.45,242.45,16,0,0,113,4,5,1,1,2,True,411,False,2.0,12.0,48.5,58.1,34.9,1.028,True,0.0,False,22.2,65,9.0,10.0,10.0,7.5,9.3,9.8,27,14,11,7,1,148,245.81,,5.99,-26.4042,-30.6929,,,,192.31,184.8925,181.1829,,80.02,84.4925,83.0171,,186.32,211.2967,211.8757,,0.4599,0.6649,0.6598,,85.69,143.4658,143.6414,,106.5,93.3542,86.6643,,,,0.6818,0.5842,0.6068,,,,14423.5,12416.3883,12476.1829,,85.23,78.57,71.5071,Heavy rain,0.6505,219.0,142.45,117.13,76.47,89.57,23.45
2024-01-14,train,16065.47,0.9423,163.93,147,43,104,98,0.9423,16065.47,1487.24,3214.0,20766.71,163.93,154.48,10,1,0,94,4,6,1,1,2,True,411,False,1.0,13.0,32.1,42.8,25.1,0.031,True,0.193,True,23.5,73,15.0,7.5,7.3,7.5,7.3,8.3,21,8,6,4,1,129,164.75,,-36.94,-22.5692,-28.1986,,,,158.08,189.32,188.3457,,88.13,83.8754,82.51,,195.02,211.8892,216.5443,,0.5782,0.6638,0.6871,,112.76,143.3877,151.75,,77.65,95.1831,88.1829,,,,0.3894,0.6162,0.6523,,,,6955.31,13643.3185,14468.0371,,68.44,79.4162,72.1271,Snow,0.6583,223.16,146.92,119.87,78.5,94.09,-59.23
2024-01-15,train,14233.73,0.8977,180.17,147,59,88,79,0.8977,14233.73,1049.12,1704.03,16986.88,180.17,161.75,9,1,0,73,6,0,1,1,3,False,411,True,28.0,14.0,25.7,30.0,21.6,0.031,True,0.22,True,7.4,73,15.0,7.5,7.3,7.5,7.3,8.3,26,15,13,12,1,106,173.94,,-16.58,-25.1879,-31.3829,243.55,,,168.71,187.5064,189.1814,,73.52,83.4914,81.1343,,185.29,212.6943,220.5643,,0.6294,0.6634,0.6985,,116.63,143.64,156.63,,76.74,96.9464,94.2143,0.6102,,,0.4786,0.6395,0.7313,17535.65,,,9447.65,13816.3293,15769.4886,,56.42,80.4643,75.7914,Snow,0.6741,217.27,146.47,119.08,82.05,97.7,-37.1
2024-01-16,train,14013.78,0.7857,182.0,147,49,98,77,0.7857,14013.78,1110.1,1991.19,17115.07,182.0,143.0,8,1,0,70,7,1,1,1,3,False,411,False,27.0,1.0,27.5,32.0,22.4,0.409,True,1.626,True,15.6,73,15.0,7.5,7.3,7.5,7.3,8.3,9,2,2,2,0,95,181.46,,-25.24,-25.982,-34.3143,194.96,,,174.3,187.0173,190.8186,,84.55,83.3953,82.3529,,199.54,212.9993,225.1329,,0.6294,0.6641,0.7049,,125.6,143.8287,160.8929,,81.06,98.422,100.2629,0.4182,,,0.5641,0.6567,0.7911,8968.3,,,11503.89,13844.156,16453.2143,,68.53,81.6133,81.6886,Snow,0.6741,214.58,144.65,112.02,78.03,87.41,-32.58
2024-01-17,train,11928.49,0.7553,168.01,147,53,94,71,0.7553,11928.49,1172.06,1680.97,14781.52,168.01,126.9,4,2,0,65,6,2,1,1,3,False,411,False,26.0,2.0,20.3,24.3,15.9,0.0,False,0.0,False,14.8,0,15.0,7.5,7.3,7.5,7.3,8.3,12,4,2,2,1,88,160.45,,-71.36,-26.3944,-35.3629,161.95,,,183.52,186.7038,191.9186,,89.46,83.06,81.4214,,254.88,213.0981,227.2814,,0.8108,0.6647,0.7113,,206.65,143.88,163.6143,,74.67,99.2719,104.6857,0.4706,,,0.6701,0.6648,0.8228,9069.37,,,11928.89,13854.7575,16811.77,,66.8,81.9756,84.3857,Clear sky,0.9014,258.61,233.12,76.98,117.12,90.15,-90.6
2024-01-18,train,12748.37,0.6667,167.74,147,33,114,76,0.6667,12748.37,1722.82,2418.49,16889.68,167.74,111.83,6,0,0,69,7,3,1,1,3,False,411,False,25.0,3.0,25.6,32.4,19.2,0.012,True,0.083,True,11.3,71,15.0,7.5,7.3,7.5,7.3,8.3,20,12,11,10,5,91,162.46,,-85.05,-30.1712,-38.1114,174.15,,,177.2,185.6041,189.7029,,91.37,85.0635,85.3729,,262.25,215.7753,227.8143,,0.9001,0.6787,0.7242,,236.06,149.1294,167.3957,,83.14,97.9606,105.0157,0.5246,,,0.5877,0.6701,0.835,11145.38,,,11872.26,13741.4476,16811.7129,,75.96,82.4565,87.7214,Slight snow,0.9763,279.1,272.5,98.25,128.53,126.28,-111.36
2024-01-19,train,21616.14,0.9565,196.51,147,32,115,110,0.9565,21616.14,1485.51,3093.98,26195.63,196.51,187.97,14,3,1,105,5,4,1,1,3,False,681,False,24.0,4.0,27.9,30.2,24.0,0.094,True,0.661,True,10.6,73,15.0,7.5,7.3,7.5,7.3,8.3,42,22,20,18,5,136,199.16,,14.33,-34.6817,-41.87,175.82,,,214.16,184.6117,188.3514,,74.07,87.4783,90.6814,,199.83,219.2933,230.2214,,0.611,0.6952,0.7351,,122.1,155.9833,172.6014,,106.89,97.9767,107.1743,0.7391,,,0.8761,0.6699,0.8463,14944.68,,,21201.78,13686.2767,16936.8714,,79.17,84.8911,94.91,Snow,0.8594,221.24,190.13,102.91,78.84,81.12,-24.73
2024-01-20,train,23350.82,1.0,199.58,147,30,117,117,1.0,23350.82,1740.82,3793.1,28884.74,199.58,199.58,10,0,1,112,5,5,1,1,3,True,681,False,23.0,5.0,21.0,25.8,17.0,0.0,False,0.0,False,15.9,3,15.0,7.5,7.3,7.5,7.3,8.3,30,15,10,7,3,143,193.07,,23.45,-34.1579,-47.45,192.31,,,242.45,185.2379,185.83,,76.47,87.0237,91.3629,,219.0,219.3958,233.28,,0.6505,0.7038,0.7706,,142.45,157.7805,182.32,,117.13,98.2363,106.6057,0.6818,,,1.0,0.685,0.8577,14423.5,,,28366.48,14103.6379,16996.0657,,89.57,84.6926,95.1886,Overcast,0.5204,207.1,107.77,133.34,76.16,101.55,-7.52
2024-01-21,train,11559.68,0.9231,160.55,147,69,78,72,0.9231,11559.68,1467.78,1973.22,15000.68,160.55,148.2,4,2,0,69,3,6,1,1,3,True,681,False,22.0,6.0,22.8,29.6,18.1,0.0,False,0.0,False,14.6,3,12.0,6.8,5.9,5.2,6.1,8.4,16,11,5,4,1,86,152.91,,-59.23,-32.826,-51.8743,158.08,,,163.93,185.955,179.7057,,78.5,86.4805,91.3186,,223.16,218.781,231.58,,0.6583,0.6947,0.752,,146.92,155.28,177.3657,,119.87,99.9915,108.9214,0.3894,,,0.9423,0.7007,0.8577,6955.31,,,16065.47,14565.997,16279.5429,,94.09,85.5355,96.9,Overcast,0.703,235.06,165.25,90.0,106.92,96.22,-74.51
2024-01-22,train,12422.03,1.0,163.45,147,71,76,76,1.0,12422.03,1382.31,3375.46,17179.8,163.45,163.45,3,0,0,72,4,0,1,1,4,False,681,False,21.0,7.0,26.8,37.4,18.0,0.0,False,0.0,False,10.4,3,12.0,6.8,5.9,5.2,6.1,8.4,24,18,14,13,11,84,156.75,,-37.1,-34.811,-54.0571,168.71,,,180.17,184.7452,179.2229,,82.05,87.4538,95.3786,,217.27,219.5562,233.28,,0.6741,0.6951,0.7584,,146.47,155.7548,179.9843,,119.08,99.5157,104.6543,0.4786,,,0.8977,0.7113,0.855,9447.65,,,14233.73,14422.839,15635.8586,,97.7,86.0443,97.2043,Overcast,0.7595,228.11,173.25,100.32,74.68,74.92,-64.66
2024-01-23,train,13232.37,0.977,155.67,147,60,87,85,0.977,13232.37,1169.67,2359.75,16761.79,155.67,152.1,2,1,0,80,5,1,1,1,4,False,449,False,20.0,8.0,33.8,39.8,29.0,0.067,True,0.0,False,11.1,53,12.0,6.8,5.9,5.2,6.1,8.4,10,6,1,1,1,94,150.79,,-32.58,-36.1677,-57.9943,174.3,,,182.0,183.7773,176.8343,,78.03,86.8732,94.3257,,214.58,219.945,234.8286,,0.6741,0.698,0.7706,,144.65,156.55,183.81,,112.02,99.5523,101.9743,0.5641,,,0.7857,0.7244,0.8696,11503.89,,,14013.78,14331.8932,15377.0443,,87.41,85.5386,93.95,Drizzle,0.8436,235.66,198.81,94.35,70.67,66.68,-79.99
2024-01-24,train,14110.79,0.9884,166.01,147,61,86,85,0.9884,14110.79,1027.92,2678.51,17817.22,166.01,164.08,3,0,3,79,6,2,1,1,4,False,505,False,19.0,9.0,38.5,43.3,32.4,0.122,True,0.0,False,6.4,51,12.0,6.8,5.9,5.2,6.1,8.4,12,9,6,4,3,99,166.59,,-90.6,-38.073,-64.7671,183.52,,,168.01,182.5552,173.0729,,117.12,86.1687,93.2743,,258.61,220.6283,237.84,,0.9014,0.7043,0.7948,,233.12,158.3874,191.5471,,76.98,99.3261,99.45,0.6701,,,0.7553,0.7354,0.8969,11928.89,,,11928.49,14284.0878,15265.4143,,90.15,84.7187,90.9886,Light drizzle,0.9054,270.16,244.6,84.9,106.79,90.67,-104.15
2024-01-25,train,15829.51,0.9655,188.45,147,60,87,84,0.9655,15829.51,1323.94,2576.98,19730.43,188.45,181.95,8,1,1,73,11,3,1,1,4,False,622,False,18.0,10.0,49.4,53.8,43.2,0.319,True,0.0,False,13.9,61,12.0,6.8,5.9,5.2,6.1,8.4,26,26,22,18,11,102,181.4,,-111.36,-40.8262,-66.7029,177.2,,,167.74,181.8658,172.7871,,128.53,87.0279,91.7986,,279.1,222.6921,239.49,,0.9763,0.7127,0.7954,,272.5,161.9796,193.1871,,98.25,98.725,100.5814,0.5877,,,0.6667,0.746,0.9302,11872.26,,,12748.37,14276.8671,15577.1714,,126.28,84.9667,91.0629,Slight rain,0.9448,272.24,257.21,97.21,104.32,101.4,-83.79
2024-01-26,train,21768.62,0.9886,250.21,147,59,88,87,0.9886,21768.62,1071.1,1665.0,24504.72,250.21,247.37,12,0,0,48,39,4,1,1,4,False,622,False,17.0,11.0,43.4,47.6,37.2,0.173,True,0.0,False,12.0,53,12.0,6.8,5.9,5.2,6.1,8.4,48,46,37,33,28,106,237.07,,-24.73,-42.5448,-62.7643,214.16,,,196.51,182.1292,175.7457,,78.84,87.7196,88.34,,221.24,224.674,238.51,,0.8594,0.722,0.7909,,190.13,165.7888,191.0029,,102.91,98.6644,100.4329,0.8761,,,0.9565,0.7547,0.9729,21201.78,,,21616.14,14338.9728,16017.3343,,81.12,85.624,87.5086,Drizzle,0.5572,209.54,116.75,120.87,70.47,85.17,40.67
2024-01-27,train,23484.36,0.9886,269.94,147,59,88,87,0.9886,23484.36,1002.19,1330.98,25817.53,269.94,266.87,1,1,0,43,44,5,1,1,4,True,622,False,16.0,12.0,41.6,47.5,36.0,0.0,False,0.0,False,8.6,3,12.0,6.8,5.9,5.2,6.1,8.4,21,18,14,12,11,108,245.67,,-7.52,-39.3442,-53.4214,242.45,,,199.58,184.7477,183.4171,,76.16,87.0562,87.1443,,207.1,224.0919,236.8386,,0.5204,0.7156,0.7477,,107.77,163.9027,180.52,,133.34,99.5185,102.9986,1.0,,,1.0,0.7637,0.9775,28366.48,,,23350.82,14624.7285,16039.1171,,101.55,85.6065,88.0871,Overcast,0.636,217.29,138.2,118.73,72.2,85.72,52.65
2024-01-28,train,7896.98,0.6575,164.52,147,74,73,48,0.6575,7896.98,625.93,1664.73,10187.64,164.52,108.18,6,1,0,46,2,6,1,1,4,True,622,False,15.0,13.0,38.5,40.3,36.9,0.854,True,0.0,False,18.6,63,0.0,6.8,5.9,5.2,6.1,8.4,11,4,3,0,0,65,140.83,,-74.51,-35.937,-44.8257,163.93,,,160.55,187.903,193.4686,,106.92,86.5059,86.5786,,235.06,223.84,238.2943,,0.703,0.7127,0.7642,,165.25,162.9507,184.8671,,90.0,100.23,100.9114,0.9423,,,0.9231,0.7721,0.9759,16065.47,,,11559.68,14952.863,16058.1943,,96.22,85.6107,85.8257,Rain,0.7122,217.7,155.05,128.0,76.67,98.13,-53.18
2024-01-29,train,7944.86,0.5714,165.52,147,63,84,48,0.5714,7944.86,278.27,1394.58,9617.71,165.52,94.58,2,2,1,48,0,0,1,1,5,False,622,False,14.0,14.0,36.9,42.3,32.1,0.028,True,0.0,False,17.9,51,0.0,6.8,5.9,5.2,6.1,8.4,10,4,3,2,0,63,155.57,21.48,-64.66,-36.5529,-41.7786,180.17,243.55,,163.45,187.0679,194.0357,99.63,74.68,86.1546,82.2571,222.07,228.11,223.6207,235.8143,0.7753,0.7595,0.7127,0.7655,172.17,173.25,162.6686,183.41,88.62,100.32,101.2218,106.34,0.8977,0.6102,,1.0,0.768,0.9379,14233.73,17535.65,,12422.03,14700.8671,15534.9514,88.29,74.92,86.0579,86.0986,Light drizzle,0.7175,221.76,159.11,114.72,75.61,86.74,-56.24
2024-01-30,train,9604.95,0.6629,162.8,147,58,89,59,0.6629,9604.95,968.88,1935.09,12508.92,162.8,107.92,4,2,0,59,0,1,1,1,5,False,540,False,13.0,15.0,32.6,39.6,25.1,0.0,False,0.0,False,8.1,3,0.0,6.8,5.9,5.2,6.1,8.4,8,3,2,1,1,72,150.14,-10.94,-79.99,-39.3286,-40.5757,182.0,194.96,,155.67,184.2811,194.3314,82.44,70.67,85.2968,82.39,205.9,235.66,223.6096,234.9071,0.7135,0.8436,0.7106,0.7595,146.92,198.81,162.2021,181.39,97.25,94.35,102.1539,108.3971,0.7857,0.4182,,0.977,0.7666,0.8767,14013.78,8968.3,,13232.37,14358.3389,14895.3557,80.17,66.68,86.0025,87.7871,Overcast,0.816,212.99,173.8,82.54,75.97,62.7,-50.19
2024-01-31,train,11648.1,0.8427,155.31,147,58,89,75,0.8427,11648.1,1233.49,2970.2200000000003,15851.81,155.31,130.88,6,1,0,75,0,2,1,1,5,False,540,False,12.0,16.0,35.9,39.7,30.7,0.016,True,0.028,True,7.0,71,0.0,6.8,5.9,5.2,6.1,8.4,15,9,6,6,6,93,146.19,-65.96,-104.15,-40.7304,-36.3186,168.01,161.95,,166.01,183.1325,195.35,86.92,106.79,85.0657,83.1471,227.91,270.16,223.8629,231.6686,0.7438,0.9054,0.7143,0.7556,169.51,244.6,163.1621,177.8171,105.18,84.9,101.6286,106.71,0.7553,0.4706,,0.9884,0.7753,0.8318,11928.49,9069.37,,14110.79,14381.0764,14377.1529,91.43,90.67,85.3786,87.2186,Slight snow,0.7911,264.1,208.92,95.45,85.36,81.48,-108.79
2024-02-01,train,12558.08,0.8989,156.98,147,58,89,80,0.8989,12558.08,1531.4,2459.63,16549.11,156.98,141.1,4,2,0,80,0,3,2,1,5,False,540,False,11.0,17.0,36.5,47.8,27.0,0.0,False,0.0,False,13.7,3,0.0,6.8,5.9,5.2,6.1,8.4,26,16,11,4,2,95,150.14,-40.12,-83.79,-42.26,-36.9814,167.74,174.15,,188.45,182.8954,193.8214,85.8,104.32,85.01,80.0857,214.27,272.24,225.1554,230.8029,0.6873,0.9448,0.716,0.7393,147.26,257.21,164.5696,172.72,112.83,97.21,101.2811,108.2171,0.6667,0.5246,,0.9655,0.7886,0.811,12748.37,11145.38,,15829.51,14473.1739,14025.34,96.82,101.4,85.0232,85.9057,Overcast,0.9632,272.05,262.04,98.88,94.17,93.12,-115.07
2024-02-02,train,19232.72,0.9886,221.07,147,59,88,87,0.9886,19232.72,2195.1,3383.35,24811.17,221.07,218.55,9,0,1,87,0,4,2,1,5,False,540,False,10.0,18.0,38.6,42.1,34.4,0.268,True,0.0,False,14.3,55,0.0,6.8,5.9,5.2,6.1,8.4,29,24,17,13,10,107,214.32,-6.46,40.67,-44.9368,-41.45,196.51,175.82,,250.21,182.2821,189.3257,78.0,70.47,85.3089,78.6357,182.28,209.54,227.2189,230.7757,0.4402,0.5572,0.7258,0.7419,80.24,116.75,168.6689,173.41,109.72,120.87,100.7829,108.4557,0.9565,0.7391,,0.9886,0.802,0.8015,21616.14,14944.68,,21768.62,14523.6275,13557.9929,85.58,85.17,84.8911,84.7229,Heavy drizzle,0.5506,194.16,106.9,111.19,74.74,83.12,26.91
2024-02-03,train,23638.28,0.9802,238.77,147,46,101,99,0.9802,23638.28,1769.17,2677.9700000000003,28085.42,238.77,234.04,8,2,0,99,0,5,2,1,5,True,540,False,9.0,19.0,33.5,41.7,25.9,0.0,False,0.0,False,15.2,2,0.0,6.8,5.9,5.2,6.1,8.4,37,28,21,10,5,120,236.65,5.99,52.65,-43.745,-43.4157,199.58,192.31,,269.94,183.8982,185.1629,80.02,72.2,85.1925,79.2457,186.32,217.29,227.6432,228.5786,0.4599,0.636,0.7298,0.7409,85.69,138.2,169.6211,172.0029,106.5,118.73,100.8354,107.0729,1.0,0.6818,,0.9886,0.8109,0.8015,23350.82,14423.5,,23484.36,14676.7718,13195.7214,85.23,85.72,84.8032,84.43,Partly cloudy,0.6347,217.93,138.32,127.54,71.3,90.95,20.84
2024-02-04,train,12537.57,0.6789,169.43,147,38,109,74,0.6789,12537.57,1173.2,2562.38,16273.15,169.43,115.02,5,0,1,74,0,6,2,1,5,True,540,False,8.0,20.0,33.4,45.1,25.3,0.0,False,0.0,False,9.0,0,0.0,6.8,5.9,5.2,6.1,8.4,19,11,9,7,3,90,165.64,-36.94,-53.18,-43.2146,-47.96,160.55,158.08,,164.52,185.5575,180.71,88.13,76.67,84.8811,79.1171,195.02,217.7,228.7721,228.67,0.5782,0.7122,0.736,0.7408,112.76,155.05,171.5007,172.02,77.65,128.0,101.5868,108.3314,0.9231,0.3894,,0.6575,0.8216,0.8003,11559.68,6955.31,,7896.98,15005.8711,13217.71,68.44,98.13,85.0075,85.1771,Clear sky,0.7162,227.17,162.69,119.67,83.89,100.41,-57.74
